Company Name,Date,Close Price
Meta Platforms (META),2024-03-31,483.12
Meta Platforms (META),2024-04-30,427.99
Meta Platforms (META),2024-05-31,464.46
Meta Platforms (META),2024-06-30,502.16
Meta Platforms (META),2024-07-31,472.89
Meta Platforms (META),2024-08-31,519.18
Meta Platforms (META),2024-09-30,570.65
Meta Platforms (META),2024-10-31,565.8
Meta Platforms (META),2024-11-30,572.52
Meta Platforms (META),2024-12-31,589.86
Nvidia (NVDA),2018-01-31,6.08
Nvidia (NVDA),2018-02-28,5.99
Nvidia (NVDA),2018-03-31,5.73
Nvidia (NVDA),2018-04-30,5.56
Nvidia (NVDA),2018-05-31,6.24
Nvidia (NVDA),2018-06-30,5.86
Nvidia (NVDA),2018-07-31,6.06
Nvidia (NVDA),2018-08-31,6.95
Nvidia (NVDA),2018-09-30,6.96
Nvidia (NVDA),2018-10-31,5.22
Nvidia (NVDA),2018-11-30,4.05
Nvidia (NVDA),2018-12-31,3.31
Nvidia (NVDA),2019-01-31,3.56
Nvidia (NVDA),2019-02-28,3.83
Nvidia (NVDA),2019-03-31,4.46
Nvidia (NVDA),2019-04-30,4.49
Nvidia (NVDA),2019-05-31,3.37
Nvidia (NVDA),2019-06-30,4.08
Nvidia (NVDA),2019-07-31,4.19
Nvidia (NVDA),2019-08-31,4.17
Nvidia (NVDA),2019-09-30,4.33
Nvidia (NVDA),2019-10-31,5.0
Nvidia (NVDA),2019-11-30,5.39
Nvidia (NVDA),2019-12-31,5.86
Nvidia (NVDA),2020-01-31,5.88
Nvidia (NVDA),2020-02-29,6.73
Nvidia (NVDA),2020-03-31,6.56
Nvidia (NVDA),2020-04-30,7.28
Nvidia (NVDA),2020-05-31,8.84
Nvidia (NVDA),2020-06-30,9.47
Nvidia (NVDA),2020-07-31,10.58
Nvidia (NVDA),2020-08-31,13.33
Nvidia (NVDA),2020-09-30,13.49
Nvidia (NVDA),2020-10-31,12.5
Nvidia (NVDA),2020-11-30,13.36
Nvidia (NVDA),2020-12-31,13.02
Nvidia (NVDA),2021-01-31,12.95
Nvidia (NVDA),2021-02-28,13.68
Nvidia (NVDA),2021-03-31,13.32
Nvidia (NVDA),2021-04-30,14.97
Nvidia (NVDA),2021-05-31,16.21
Nvidia (NVDA),2021-06-30,19.96
Nvidia (NVDA),2021-07-31,19.46
Nvidia (NVDA),2021-08-31,22.34
Nvidia (NVDA),2021-09-30,20.67
Nvidia (NVDA),2021-10-31,25.52
Nvidia (NVDA),2021-11-30,32.61
Nvidia (NVDA),2021-12-31,29.36
Nvidia (NVDA),2022-01-31,24.44
Nvidia (NVDA),2022-02-28,24.34
Nvidia (NVDA),2022-03-31,27.24
Nvidia (NVDA),2022-04-30,18.52
Nvidia (NVDA),2022-05-31,18.64
Nvidia (NVDA),2022-06-30,15.14
Nvidia (NVDA),2022-07-31,18.14
Nvidia (NVDA),2022-08-31,15.07
Nvidia (NVDA),2022-09-30,12.12
Nvidia (NVDA),2022-10-31,13.48
Nvidia (NVDA),2022-11-30,16.91
Nvidia (NVDA),2022-12-31,14.6
Nvidia (NVDA),2023-01-31,19.52
Nvidia (NVDA),2023-02-28,23.19
Nvidia (NVDA),2023-03-31,27.76
Nvidia (NVDA),2023-04-30,27.73
Nvidia (NVDA),2023-05-31,37.8
Nvidia (NVDA),2023-06-30,42.27
Nvidia (NVDA),2023-07-31,46.7
Nvidia (NVDA),2023-08-31,49.32
Nvidia (NVDA),2023-09-30,43.47
Nvidia (NVDA),2023-10-31,40.76
Nvidia (NVDA),2023-11-30,46.74
Nvidia (NVDA),2023-12-31,49.5
Nvidia (NVDA),2024-01-31,61.5
Nvidia (NVDA),2024-02-29,79.07
Nvidia (NVDA),2024-03-31,90.31
Nvidia (NVDA),2024-04-30,86.36
Nvidia (NVDA),2024-05-31,109.58
Nvidia (NVDA),2024-06-30,123.49
Nvidia (NVDA),2024-07-31,116.98
Nvidia (NVDA),2024-08-31,119.33
Nvidia (NVDA),2024-09-30,121.41
Nvidia (NVDA),2024-10-31,132.72
Nvidia (NVDA),2024-11-30,138.21
Nvidia (NVDA),2024-12-31,137.46
Tesla (TSLA),2018-01-31,23.62
Tesla (TSLA),2018-02-28,22.87
Tesla (TSLA),2018-03-31,17.74
Tesla (TSLA),2018-04-30,19.59
Tesla (TSLA),2018-05-31,18.98
Tesla (TSLA),2018-06-30,22.86
Tesla (TSLA),2018-07-31,19.88
Tesla (TSLA),2018-08-31,20.11
Tesla (TSLA),2018-09-30,17.65
Tesla (TSLA),2018-10-31,22.49
Tesla (TSLA),2018-11-30,23.37
Tesla (TSLA),2018-12-31,22.19
Tesla (TSLA),2019-01-31,20.47
Tesla (TSLA),2019-02-28,21.33
Tesla (TSLA),2019-03-31,18.66
Tesla (TSLA),2019-04-30,15.91
Tesla (TSLA),2019-05-31,12.34
Tesla (TSLA),2019-06-30,14.9
Tesla (TSLA),2019-07-31,16.11
Tesla (TSLA),2019-08-31,15.04
Tesla (TSLA),2019-09-30,16.06
Tesla (TSLA),2019-10-31,20.99
Tesla (TSLA),2019-11-30,22.0
Tesla (TSLA),2019-12-31,27.89
Tesla (TSLA),2020-01-31,43.37
Tesla (TSLA),2020-02-29,44.53
Tesla (TSLA),2020-03-31,34.93
Tesla (TSLA),2020-04-30,52.13
Tesla (TSLA),2020-05-31,55.67
Tesla (TSLA),2020-06-30,71.99
Tesla (TSLA),2020-07-31,95.38
Tesla (TSLA),2020-08-31,166.11
Tesla (TSLA),2020-09-30,143.0
Tesla (TSLA),2020-10-31,129.35
Tesla (TSLA),2020-11-30,189.2
Tesla (TSLA),2020-12-31,235.22
Tesla (TSLA),2021-01-31,264.51
Tesla (TSLA),2021-02-28,225.17
Tesla (TSLA),2021-03-31,222.64
Tesla (TSLA),2021-04-30,236.48
Tesla (TSLA),2021-05-31,208.41
Tesla (TSLA),2021-06-30,226.57
Tesla (TSLA),2021-07-31,229.07
Tesla (TSLA),2021-08-31,245.24
Tesla (TSLA),2021-09-30,258.49
Tesla (TSLA),2021-10-31,371.33
Tesla (TSLA),2021-11-30,381.59
Tesla (TSLA),2021-12-31,352.26
Tesla (TSLA),2022-01-31,312.24
Tesla (TSLA),2022-02-28,290.14
Tesla (TSLA),2022-03-31,359.2
Tesla (TSLA),2022-04-30,290.25
Tesla (TSLA),2022-05-31,252.75
Tesla (TSLA),2022-06-30,224.47
Tesla (TSLA),2022-07-31,297.15
Tesla (TSLA),2022-08-31,275.61
Tesla (TSLA),2022-09-30,265.25
Tesla (TSLA),2022-10-31,227.54
Tesla (TSLA),2022-11-30,194.7
Tesla (TSLA),2022-12-31,123.18
Tesla (TSLA),2023-01-31,173.22
Tesla (TSLA),2023-02-28,205.71
Tesla (TSLA),2023-03-31,207.46
Tesla (TSLA),2023-04-30,164.31
Tesla (TSLA),2023-05-31,203.93
Tesla (TSLA),2023-06-30,261.77
Tesla (TSLA),2023-07-31,267.43
Tesla (TSLA),2023-08-31,258.08
Tesla (TSLA),2023-09-30,250.22
Tesla (TSLA),2023-10-31,200.84
Tesla (TSLA),2023-11-30,240.08
Tesla (TSLA),2023-12-31,248.48
Tesla (TSLA),2024-01-31,187.29
Tesla (TSLA),2024-02-29,201.88
Tesla (TSLA),2024-03-31,175.79
Tesla (TSLA),2024-04-30,183.28
Tesla (TSLA),2024-05-31,178.08
Tesla (TSLA),2024-06-30,197.88
Tesla (TSLA),2024-07-31,232.07
Tesla (TSLA),2024-08-31,214.11
Tesla (TSLA),2024-09-30,261.63
Tesla (TSLA),2024-10-31,249.85
Tesla (TSLA),2024-11-30,345.16
Tesla (TSLA),2024-12-31,417.41
Taiwan Semiconductor (TSM),2018-01-31,37.49
Taiwan Semiconductor (TSM),2018-02-28,35.87
Taiwan Semiconductor (TSM),2018-03-31,36.21
Taiwan Semiconductor (TSM),2018-04-30,31.81
Taiwan Semiconductor (TSM),2018-05-31,32.02
Taiwan Semiconductor (TSM),2018-06-30,31.36
Taiwan Semiconductor (TSM),2018-07-31,35.34
Taiwan Semiconductor (TSM),2018-08-31,37.39
Taiwan Semiconductor (TSM),2018-09-30,37.87
Taiwan Semiconductor (TSM),2018-10-31,32.68
Taiwan Semiconductor (TSM),2018-11-30,32.24
Taiwan Semiconductor (TSM),2018-12-31,31.66
Taiwan Semiconductor (TSM),2019-01-31,32.26
Taiwan Semiconductor (TSM),2019-02-28,33.49
Taiwan Semiconductor (TSM),2019-03-31,35.13
Taiwan Semiconductor (TSM),2019-04-30,37.58
Taiwan Semiconductor (TSM),2019-05-31,32.89
Taiwan Semiconductor (TSM),2019-06-30,34.69
Taiwan Semiconductor (TSM),2019-07-31,37.75
Taiwan Semiconductor (TSM),2019-08-31,37.75
Taiwan Semiconductor (TSM),2019-09-30,41.46
Taiwan Semiconductor (TSM),2019-10-31,46.05
Taiwan Semiconductor (TSM),2019-11-30,47.35
Taiwan Semiconductor (TSM),2019-12-31,52.18
Taiwan Semiconductor (TSM),2020-01-31,48.45
Taiwan Semiconductor (TSM),2020-02-29,48.36
Taiwan Semiconductor (TSM),2020-03-31,43.33
Taiwan Semiconductor (TSM),2020-04-30,48.17
Taiwan Semiconductor (TSM),2020-05-31,45.63
Taiwan Semiconductor (TSM),2020-06-30,51.86
Taiwan Semiconductor (TSM),2020-07-31,72.06
Taiwan Semiconductor (TSM),2020-08-31,72.39
Taiwan Semiconductor (TSM),2020-09-30,74.44
Taiwan Semiconductor (TSM),2020-10-31,77.01
Taiwan Semiconductor (TSM),2020-11-30,89.08
Taiwan Semiconductor (TSM),2020-12-31,100.54
Taiwan Semiconductor (TSM),2021-01-31,112.05
Taiwan Semiconductor (TSM),2021-02-28,116.12
Taiwan Semiconductor (TSM),2021-03-31,109.47
Taiwan Semiconductor (TSM),2021-04-30,108.04
Taiwan Semiconductor (TSM),2021-05-31,108.62
